Code,Subject,Descriptions
87n0000440000000,各教科（小学部）,"第１款 視覚障害者，聴覚障害者，肢体不自由者又は病弱者である児童に対する教育を行う特別支援学校
各教科の目標，各学年の目標及び内容並びに指導計画の作成と内容の取扱いについては，小学校学習指導要領第２章に示すものに準ずるものとする。
指導計画の作成と各学年にわたる内容の取扱いに当たっては，児童の障害の状態や特性及び心身の発達の段階等を十分考慮するとともに，特に次の事項に配慮するものとする。|４  病弱者である児童に対する教育を行う特別支援学校|(4) 児童の身体活動の制限や認知の特性，学習環境等に応じて，教材・教具や入力支援機器等の補助用具を工夫するとともに，コンピュータ等の情報機器などを有効に活用し，指導の効果を高めるようにすること。"
87n0000450000000,各教科（小学部）,"第１款 視覚障害者，聴覚障害者，肢体不自由者又は病弱者である児童に対する教育を行う特別支援学校
各教科の目標，各学年の目標及び内容並びに指導計画の作成と内容の取扱いについては，小学校学習指導要領第２章に示すものに準ずるものとする。
指導計画の作成と各学年にわたる内容の取扱いに当たっては，児童の障害の状態や特性及び心身の発達の段階等を十分考慮するとともに，特に次の事項に配慮するものとする。|４  病弱者である児童に対する教育を行う特別支援学校|(5) 児童の病気の状態等を考慮し，学習活動が負担過重となる又は必要以上に制限することがないようにすること。"
87n0000460000000,各教科（小学部）,"第１款 視覚障害者，聴覚障害者，肢体不自由者又は病弱者である児童に対する教育を行う特別支援学校
各教科の目標，各学年の目標及び内容並びに指導計画の作成と内容の取扱いについては，小学校学習指導要領第２章に示すものに準ずるものとする。
指導計画の作成と各学年にわたる内容の取扱いに当たっては，児童の障害の状態や特性及び心身の発達の段階等を十分考慮するとともに，特に次の事項に配慮するものとする。|４  病弱者である児童に対する教育を行う特別支援学校|(6) 病気のため，姿勢の保持や長時間の学習活動が困難な児童については，姿勢の変換や適切な休養の確保などに留意すること。"
88n0000000000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校
88n0200000000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第１ 各教科の目標及び内容
88n0300000000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い
88n0300100000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い|１ 指導計画の作成に当たっては，個々の児童の知的障害の状態，生活年齢，学習状況や経験等を考慮しながら，第１の各教科の目標及び内容を基に，６年間を見通して，全体的な指導計画に基づき具体的な指導目標や指導内容を設定するものとする。
88n0300200000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い|２ 個々の児童の実態に即して，教科別の指導を行うほか，必要に応じて各教科， 道徳科，外国語活動，特別活動及び自立活動を合わせて指導を行うなど，効果的な指導方法を工夫するものとする。その際，各教科等において育成を目指す資質・能力を明らかにし，各教科等の内容間の関連を十分に図るよう配慮するものとする。
88n0300300000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い|３  個々の児童の実態に即して，生活に結び付いた効果的な指導を行うとともに， 児童が見通しをもって，意欲をもち主体的に学習活動に取り組むことができるよう指導計画全体を通して配慮するものとする。
88n0300400000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い|４ 第１章総則の第２節の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳に示す内容について，各教科の特質に応じて適切な指導をするものとする。
88n0300500000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い|５ 児童の実態に即して学習環境を整えるなど，安全に留意するものとする。
88n0300600000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い|６ 児童の実態に即して自立や社会参加に向けて経験が必要な事項を整理した上で，指導するよう配慮するものとする。
88n0300700000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い|７ 学校と家庭等とが連携を図り，児童の学習過程について，相互に共有するとともに，児童が学習の成果を現在や将来の生活に生かすことができるよう配慮するものとする。
88n0300800000000,各教科（小学部）,第２款 知的障害者である児童に対する教育を行う特別支援学校|第２ 指導計画の作成と各教科全体にわたる内容の取扱い|８ 児童の知的障害の状態や学習状況，経験等に応じて，教材・教具や補助用具などを工夫するとともに，コンピュータや情報通信ネットワークを有効に活用し，指導の効果を高めるようにするものとする。
8870200000000000,生活,〔生活〕
8870202000000000,生活,"〔生活〕|１ 目標
具体的な活動や体験を通して，生活に関わる見方・考え方を生かし，自立し生活を豊かにしていくための資質・能力を次のとおり育成することを目指す。"
8870202100000000,生活,"〔生活〕|１ 目標
具体的な活動や体験を通して，生活に関わる見方・考え方を生かし，自立し生活を豊かにしていくための資質・能力を次のとおり育成することを目指す。|(1) 活動や体験の過程において，自分自身，身近な人々，社会及び自然の特徴やよさ，それらの関わり等に気付くとともに，生活に必要な習慣や技能を身に付けるようにする。"
8870202200000000,生活,"〔生活〕|１ 目標
具体的な活動や体験を通して，生活に関わる見方・考え方を生かし，自立し生活を豊かにしていくための資質・能力を次のとおり育成することを目指す。|(2) 自分自身や身の回りの生活のことや，身近な人々，社会及び自然と自分との関わりについて理解し，考えたことを表現することができるようにする。"
8870202300000000,生活,"〔生活〕|１ 目標
具体的な活動や体験を通して，生活に関わる見方・考え方を生かし，自立し生活を豊かにしていくための資質・能力を次のとおり育成することを目指す。|(3) 自分のことに取り組んだり，身近な人々，社会及び自然に自ら働きかけ， 意欲や自信をもって学んだり，生活を豊かにしようとしたりする態度を養う。"
8870204000000000,生活,〔生活〕|２ 各段階の目標及び内容
88702a4000000000,生活,〔生活〕|○１段階
88702a4100000000,生活,〔生活〕|○１段階|(1) 目標
88702a4110000000,生活,〔生活〕|○１段階|(1) 目標|ア 活動や体験の過程において，自分自身，身近な人々，社会及び自然の特徴に関心をもつとともに，身の回りの生活において必要な基本的な習慣や技能を身に付けるようにする。
88702a4120000000,生活,〔生活〕|○１段階|(1) 目標|イ 自分自身や身の回りの生活のことや，身近な人々，社会及び自然と自分との関わりについて関心をもち，感じたことを伝えようとする。
88702a4130000000,生活,〔生活〕|○１段階|(1) 目標|ウ 自分のことに取り組もうとしたり，身近な人々，社会及び自然に関心をもち，意欲をもって学んだり，生活に生かそうとしたりする態度を養う。
88702a4200000000,生活,〔生活〕|○１段階|(2) 内容
88702a4210000000,生活,"〔生活〕|○１段階|(2) 内容|ア 基本的生活習慣
食事や用便等の生活習慣に関わる初歩的な学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a4211000000,生活,"〔生活〕|○１段階|(2) 内容|ア 基本的生活習慣
食事や用便等の生活習慣に関わる初歩的な学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 簡単な身辺処理に気付き，教師と一緒に行おうとすること。"
88702a4212000000,生活,"〔生活〕|○１段階|(2) 内容|ア 基本的生活習慣
食事や用便等の生活習慣に関わる初歩的な学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 簡単な身辺処理に関する初歩的な知識や技能を身に付けること。"
88702a4220000000,生活,"〔生活〕|○１段階|(2) 内容|イ 安全
危ないことや危険な場所等における安全に関わる初歩的な学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a4221000000,生活,"〔生活〕|○１段階|(2) 内容|イ 安全
危ないことや危険な場所等における安全に関わる初歩的な学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りの安全に気付き，教師と一緒に安全な生活に取り組もうとすること。"
88702a4222000000,生活,"〔生活〕|○１段階|(2) 内容|イ 安全
危ないことや危険な場所等における安全に関わる初歩的な学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 安全に関わる初歩的な知識や技能を身に付けること。"
88702a4230000000,生活,"〔生活〕|○１段階|(2) 内容|ウ 日課・予定
日課に沿って教師と共にする学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a4231000000,生活,"〔生活〕|○１段階|(2) 内容|ウ 日課・予定
日課に沿って教師と共にする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りの簡単な日課に気付き，教師と一緒に日課に沿って行動しようとすること。"
88702a4232000000,生活,"〔生活〕|○１段階|(2) 内容|ウ 日課・予定
日課に沿って教師と共にする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 簡単な日課について，関心をもつこと。"
88702a4240000000,生活,"〔生活〕|○１段階|(2) 内容|エ 遊び
自分で好きな遊びをすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a4241000000,生活,"〔生活〕|○１段階|(2) 内容|エ 遊び
自分で好きな遊びをすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りの遊びに気付き，教師や友達と同じ場所で遊ぼうとすること。"
88702a4242000000,生活,"〔生活〕|○１段階|(2) 内容|エ 遊び
自分で好きな遊びをすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身の回りの遊びや遊び方について関心をもつこと。"
88702a4250000000,生活,"〔生活〕|○１段階|(2) 内容|オ  人との関わり
小さな集団での学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a4251000000,生活,"〔生活〕|○１段階|(2) 内容|オ  人との関わり
小さな集団での学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 教師や身の回りの人に気付き，教師と一緒に簡単な挨拶などをしようとすること。"
88702a4252000000,生活,"〔生活〕|○１段階|(2) 内容|オ  人との関わり
小さな集団での学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身の回りの人との関わり方に関心をもつこと。"
88702a4260000000,生活,"〔生活〕|○１段階|(2) 内容|カ  役割
学級等の集団における役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a4261000000,生活,"〔生活〕|○１段階|(2) 内容|カ  役割
学級等の集団における役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りの集団に気付き，教師と一緒に参加しようとすること。"
88702a4262000000,生活,"〔生活〕|○１段階|(2) 内容|カ  役割
学級等の集団における役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 集団の中での役割に関心をもつこと。"
88702a4270000000,生活,"〔生活〕|○１段階|(2) 内容|キ  手伝い・仕事
教師と一緒に印刷物を配ることや身の回りの簡単な手伝いなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。 "
88702a4271000000,生活,"〔生活〕|○１段階|(2) 内容|キ  手伝い・仕事
教師と一緒に印刷物を配ることや身の回りの簡単な手伝いなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りの簡単な手伝いや仕事を教師と一緒にしようとすること。 "
88702a4272000000,生活,"〔生活〕|○１段階|(2) 内容|キ  手伝い・仕事
教師と一緒に印刷物を配ることや身の回りの簡単な手伝いなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 簡単な手伝いや仕事に関心をもつこと。"
88702a4280000000,生活,"〔生活〕|○１段階|(2) 内容|ク  金銭の扱い
簡単な買い物や金銭を大切に扱うことなどに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。"
88702a4281000000,生活,"〔生活〕|○１段階|(2) 内容|ク  金銭の扱い
簡単な買い物や金銭を大切に扱うことなどに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りの生活の中で，教師と一緒に金銭を扱おうとすること。"
88702a4282000000,生活,"〔生活〕|○１段階|(2) 内容|ク  金銭の扱い
簡単な買い物や金銭を大切に扱うことなどに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｲ) 金銭の扱い方などに関心をもつこと。"
88702a4290000000,生活,"〔生活〕|○１段階|(2) 内容|ケ  きまり
学校生活の簡単なきまりに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a4291000000,生活,"〔生活〕|○１段階|(2) 内容|ケ  きまり
学校生活の簡単なきまりに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りの簡単なきまりに従って教師と一緒に行動しようとすること。"
88702a4292000000,生活,"〔生活〕|○１段階|(2) 内容|ケ  きまり
学校生活の簡単なきまりに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 簡単なきまりについて関心をもつこと。"
88702a42A0000000,生活,"〔生活〕|○１段階|(2) 内容|コ  社会の仕組みと公共施設
自分の家族や近隣に関心をもつこと及び公園等の公共施設に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a42A1000000,生活,"〔生活〕|○１段階|(2) 内容|コ  社会の仕組みと公共施設
自分の家族や近隣に関心をもつこと及び公園等の公共施設に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りにある社会の仕組みや公共施設に気付き，それを教師と一緒にみんなに伝えようとすること。"
88702a42A2000000,生活,"〔生活〕|○１段階|(2) 内容|コ  社会の仕組みと公共施設
自分の家族や近隣に関心をもつこと及び公園等の公共施設に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身の回りの社会の仕組みや公共施設の使い方などについて関心をもつこと。"
88702a42B0000000,生活,"〔生活〕|○１段階|(2) 内容|サ  生命・自然
教師と一緒に公園や野山などの自然に触れることや生き物に興味や関心をもつことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a42B1000000,生活,"〔生活〕|○１段階|(2) 内容|サ  生命・自然
教師と一緒に公園や野山などの自然に触れることや生き物に興味や関心をもつことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りにある生命や自然に気付き，それを教師と一緒にみんなに伝えようとすること。"
88702a42B2000000,生活,"〔生活〕|○１段階|(2) 内容|サ  生命・自然
教師と一緒に公園や野山などの自然に触れることや生き物に興味や関心をもつことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身の回りの生命や自然について関心をもつこと。"
88702a42C0000000,生活,"〔生活〕|○１段階|(2) 内容|シ  ものの仕組みと働き
身の回りの生活の中で，物の重さに気付くことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702a42C1000000,生活,"〔生活〕|○１段階|(2) 内容|シ  ものの仕組みと働き
身の回りの生活の中で，物の重さに気付くことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身の回りにあるものの仕組みや働きに気付き，それを教師と一緒にみんなに伝えようとすること。"
88702a42C2000000,生活,"〔生活〕|○１段階|(2) 内容|シ  ものの仕組みと働き
身の回りの生活の中で，物の重さに気付くことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身の回りにあるものの仕組みや働きについて関心をもつこと。"
88702b4000000000,生活,〔生活〕|○２段階
88702b4100000000,生活,〔生活〕|○２段階|(1) 目標
88702b4110000000,生活,〔生活〕|○２段階|(1) 目標|ア 活動や体験の過程において，自分自身，身近な人々，社会及び自然の特徴や変化に気付くとともに，身近な生活において必要な習慣や技能を身に付けるようにする。
88702b4120000000,生活,〔生活〕|○２段階|(1) 目標|イ 自分自身や身の回りの生活のことや，身近な人々，社会及び自然と自分との関わりについて気付き，感じたことを表現しようとする。
88702b4130000000,生活,〔生活〕|○２段階|(1) 目標|ウ 自分のことに取り組もうとしたり，身近な人々，社会及び自然に自ら働きかけようとしたり，意欲や自信をもって学んだり，生活に生かそうとしたりする態度を養う。
88702b4200000000,生活,〔生活〕|○２段階|(2) 内容
88702b4210000000,生活,"〔生活〕|○２段階|(2) 内容|ア 基本的生活習慣
食事，用便，清潔等の基本的生活習慣に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b4211000000,生活,"〔生活〕|○２段階|(2) 内容|ア 基本的生活習慣
食事，用便，清潔等の基本的生活習慣に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 必要な身辺処理が分かり，身近な生活に役立てようとすること。"
88702b4212000000,生活,"〔生活〕|○２段階|(2) 内容|ア 基本的生活習慣
食事，用便，清潔等の基本的生活習慣に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身近な生活に必要な身辺処理に関する基礎的な知識や技能を身に付けること。"
88702b4220000000,生活,"〔生活〕|○２段階|(2) 内容|イ 安全
遊具や器具の使い方，避難訓練等の基本的な安全や防災に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b4221000000,生活,"〔生活〕|○２段階|(2) 内容|イ 安全
遊具や器具の使い方，避難訓練等の基本的な安全や防災に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身近な生活の安全に関心をもち，教師の援助を求めながら，安全な生活に取り組もうとすること。"
88702b4222000000,生活,"〔生活〕|○２段階|(2) 内容|イ 安全
遊具や器具の使い方，避難訓練等の基本的な安全や防災に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 安全や防災に関わる基礎的な知識や技能を身に付けること。"
88702b4230000000,生活,"〔生活〕|○２段階|(2) 内容|ウ  日課・予定
絵や写真カードなどを手掛かりにして，見通しをもち主体的に取り組むことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b4231000000,生活,"〔生活〕|○２段階|(2) 内容|ウ  日課・予定
絵や写真カードなどを手掛かりにして，見通しをもち主体的に取り組むことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身近な日課・予定が分かり，教師の援助を求めながら，日課に沿って行動しようとすること。"
88702b4232000000,生活,"〔生活〕|○２段階|(2) 内容|ウ  日課・予定
絵や写真カードなどを手掛かりにして，見通しをもち主体的に取り組むことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身近な日課・予定について知ること。"
88702b4240000000,生活,"〔生活〕|○２段階|(2) 内容|エ  遊び
教師や友達と簡単な遊びをすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b4241000000,生活,"〔生活〕|○２段階|(2) 内容|エ  遊び
教師や友達と簡単な遊びをすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身近な遊びの中で，教師や友達と簡単なきまりのある遊びをしたり， 遊びを工夫しようとしたりすること。"
88702b4242000000,生活,"〔生活〕|○２段階|(2) 内容|エ  遊び
教師や友達と簡単な遊びをすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 簡単なきまりのある遊びについて知ること。"
88702b4250000000,生活,"〔生活〕|○２段階|(2) 内容|オ  人との関わり
身近な人と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b4251000000,生活,"〔生活〕|○２段階|(2) 内容|オ  人との関わり
身近な人と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身近な人を知り，教師の援助を求めながら挨拶や話などをしようとすること。"
88702b4252000000,生活,"〔生活〕|○２段階|(2) 内容|オ  人との関わり
身近な人と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身近な人との接し方などについて知ること。"
88702b4260000000,生活,"〔生活〕|○２段階|(2) 内容|カ  役割
学級や学年，異年齢の集団等における役割に関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。"
88702b4261000000,生活,"〔生活〕|○２段階|(2) 内容|カ  役割
学級や学年，異年齢の集団等における役割に関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｱ) 身近な集団活動に参加し，簡単な係活動をしようとすること。"
88702b4262000000,生活,"〔生活〕|○２段階|(2) 内容|カ  役割
学級や学年，異年齢の集団等における役割に関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｲ) 簡単な係活動などの役割について知ること。"
88702b4270000000,生活,"〔生活〕|○２段階|(2) 内容|キ  手伝い・仕事
人の役に立つことのできる手伝いや仕事に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b4271000000,生活,"〔生活〕|○２段階|(2) 内容|キ  手伝い・仕事
人の役に立つことのできる手伝いや仕事に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 教師の援助を求めながら身近で簡単な手伝いや仕事をしようとすること。"
88702b4272000000,生活,"〔生活〕|○２段階|(2) 内容|キ  手伝い・仕事
人の役に立つことのできる手伝いや仕事に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 簡単な手伝いや仕事について知ること。"
88702b4280000000,生活,"〔生活〕|○２段階|(2) 内容|ク  金銭の扱い
金銭の価値に気付くことや金銭を扱うことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b4281000000,生活,"〔生活〕|○２段階|(2) 内容|ク  金銭の扱い
金銭の価値に気付くことや金銭を扱うことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身近な生活の中で，教師に援助を求めながら買い物をし，金銭の大切さや必要性について気付くこと。"
88702b4282000000,生活,"〔生活〕|○２段階|(2) 内容|ク  金銭の扱い
金銭の価値に気付くことや金銭を扱うことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 金銭の扱い方などを知ること。"
88702b4290000000,生活,"〔生活〕|○２段階|(2) 内容|ケ  きまり
順番を守ることや信号を守って横断することなど，簡単なきまりやマナーに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b4291000000,生活,"〔生活〕|○２段階|(2) 内容|ケ  きまり
順番を守ることや信号を守って横断することなど，簡単なきまりやマナーに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身近で簡単なきまりやマナーに気付き，それらを守って行動しようとすること。"
88702b4292000000,生活,"〔生活〕|○２段階|(2) 内容|ケ  きまり
順番を守ることや信号を守って横断することなど，簡単なきまりやマナーに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 簡単なきまりやマナーについて知ること。"
88702b42A0000000,生活,"〔生活〕|○２段階|(2) 内容|コ  社会の仕組みと公共施設
自分の住む地域のことや図書館や児童館等の公共施設に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b42A1000000,生活,"〔生活〕|○２段階|(2) 内容|コ  社会の仕組みと公共施設
自分の住む地域のことや図書館や児童館等の公共施設に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 教師の援助を求めながら身近な社会の仕組みや公共施設に気付き，それらを表現しようとすること。"
88702b42A2000000,生活,"〔生活〕|○２段階|(2) 内容|コ  社会の仕組みと公共施設
自分の住む地域のことや図書館や児童館等の公共施設に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身近な社会の仕組みや公共施設の使い方などを知ること。"
88702b42B0000000,生活,"〔生活〕|○２段階|(2) 内容|サ  生命・自然
小動物等を飼育し生き物への興味・関心をもつことや天候の変化，季節の特徴に関心をもつことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b42B1000000,生活,"〔生活〕|○２段階|(2) 内容|サ  生命・自然
小動物等を飼育し生き物への興味・関心をもつことや天候の変化，季節の特徴に関心をもつことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身近な生命や自然の特徴や変化が分かり，それらを表現しようとすること。"
88702b42B2000000,生活,"〔生活〕|○２段階|(2) 内容|サ  生命・自然
小動物等を飼育し生き物への興味・関心をもつことや天候の変化，季節の特徴に関心をもつことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身近な生命や自然について知ること。"
88702b42C0000000,生活,"〔生活〕|○２段階|(2) 内容|シ  ものの仕組みと働き
身近な生活の中で，ものの仕組みなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702b42C1000000,生活,"〔生活〕|○２段階|(2) 内容|シ  ものの仕組みと働き
身近な生活の中で，ものの仕組みなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身近にあるものの仕組みや働きが分かり，それらを表現しようとすること。"
88702b42C2000000,生活,"〔生活〕|○２段階|(2) 内容|シ  ものの仕組みと働き
身近な生活の中で，ものの仕組みなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 身近にあるものの仕組みや働きについて知ること。"
88702c4000000000,生活,〔生活〕|○３段階
88702c4100000000,生活,〔生活〕|○３段階|(1) 目標
88702c4110000000,生活,〔生活〕|○３段階|(1) 目標|ア 活動や体験の過程において，自分自身，身近な人々，社会及び自然の特徴やよさ，それらの関わりに気付くとともに，生活に必要な習慣や技能を身に付けるようにする。
88702c4120000000,生活,〔生活〕|○３段階|(1) 目標|イ 自分自身や身の回りの生活のことや，身近な人々，社会及び自然と自分との関わりについて理解し，考えたことを表現することができるようにする。
88702c4130000000,生活,〔生活〕|○３段階|(1) 目標|ウ 自分のことに取り組んだり，身近な人々，社会及び自然に自ら働きかけ， 意欲や自信をもって学んだり，生活を豊かにしようとしたりする態度を養う。
88702c4200000000,生活,〔生活〕|○３段階|(2) 内容
88702c4210000000,生活,"〔生活〕|○３段階|(2) 内容|ア 基本的生活習慣
身の回りの整理や身なりなどの基本的生活習慣や日常生活に役立つことに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702c4211000000,生活,"〔生活〕|○３段階|(2) 内容|ア 基本的生活習慣
身の回りの整理や身なりなどの基本的生活習慣や日常生活に役立つことに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 必要な身辺処理や集団での基本的生活習慣が分かり，日常生活に役立てようとすること。"
88702c4212000000,生活,"〔生活〕|○３段階|(2) 内容|ア 基本的生活習慣
身の回りの整理や身なりなどの基本的生活習慣や日常生活に役立つことに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 日常生活に必要な身辺処理等に関する知識や技能を身に付けること。"
88702c4220000000,生活,"〔生活〕|○３段階|(2) 内容|イ 安 全
交通安全や避難訓練等の安全や防災に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702c4221000000,生活,"〔生活〕|○３段階|(2) 内容|イ 安 全
交通安全や避難訓練等の安全や防災に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 日常生活の安全や防災に関心をもち，安全な生活をするよう心がけること。"
88702c4222000000,生活,"〔生活〕|○３段階|(2) 内容|イ 安 全
交通安全や避難訓練等の安全や防災に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 安全や防災に関わる知識や技能を身に付けること。"
88702c4230000000,生活,"〔生活〕|○３段階|(2) 内容|ウ  日課・予定
一週間程度の予定，学校行事や家庭の予定などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702c4231000000,生活,"〔生活〕|○３段階|(2) 内容|ウ  日課・予定
一週間程度の予定，学校行事や家庭の予定などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 日常生活の日課・予定が分かり，およその予定を考えながら，見通しをもって行動しようとすること。"
88702c4232000000,生活,"〔生活〕|○３段階|(2) 内容|ウ  日課・予定
一週間程度の予定，学校行事や家庭の予定などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 日課や身近な予定を立てるために必要な知識や技能を身に付けること。"
88702c4240000000,生活,"〔生活〕|○３段階|(2) 内容|エ  遊び
日常生活の中での遊びに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
88702c4241000000,生活,"〔生活〕|○３段階|(2) 内容|エ  遊び
日常生活の中での遊びに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 日常生活の遊びで，友達と関わりをもち，きまりを守ったり，遊びを工夫し発展させたりして，仲良く遊ぼうとすること。"
