,教科等,No,学習指導要領テキスト,学習指導要領コード
606,国語,607,級,8210030000000000
607,国語,608,宮,8210030000000000
608,国語,609,球,8210030000000000
609,国語,610,去,8210030000000000
610,国語,611,橋,8210030000000000
611,国語,612,業,8210030000000000
612,国語,613,曲,8210030000000000
613,国語,614,局,8210030000000000
614,国語,615,銀,8210030000000000
615,国語,616,区,8210030000000000
616,国語,617,苦,8210030000000000
617,国語,618,具,8210030000000000
618,国語,619,君,8210030000000000
619,国語,620,係,8210030000000000
620,国語,621,軽,8210030000000000
621,国語,622,血,8210030000000000
622,国語,623,決,8210030000000000
623,国語,624,研,8210030000000000
624,国語,625,県,8210030000000000
625,国語,626,庫,8210030000000000
626,国語,627,湖,8210030000000000
627,国語,628,向,8210030000000000
628,国語,629,幸,8210030000000000
629,国語,630,港,8210030000000000
630,国語,631,号,8210030000000000
631,国語,632,根,8210030000000000
632,国語,633,祭,8210030000000000
633,国語,634,皿,8210030000000000
634,国語,635,仕,8210030000000000
635,国語,636,死,8210030000000000
636,国語,637,使,8210030000000000
637,国語,638,始,8210030000000000
638,国語,639,指,8210030000000000
639,国語,640,歯,8210030000000000
640,国語,641,詩,8210030000000000
641,国語,642,次,8210030000000000
642,国語,643,事,8210030000000000
643,国語,644,持,8210030000000000
644,国語,645,式,8210030000000000
645,国語,646,実,8210030000000000
646,国語,647,写,8210030000000000
647,国語,648,者,8210030000000000
648,国語,649,主,8210030000000000
649,国語,650,守,8210030000000000
650,国語,651,取,8210030000000000
651,国語,652,酒,8210030000000000
652,国語,653,受,8210030000000000
653,国語,654,州,8210030000000000
654,国語,655,拾,8210030000000000
655,国語,656,終,8210030000000000
656,国語,657,習,8210030000000000
657,国語,658,集,8210030000000000
658,国語,659,住,8210030000000000
659,国語,660,重,8210030000000000
660,国語,661,宿,8210030000000000
661,国語,662,所,8210030000000000
662,国語,663,暑,8210030000000000
663,国語,664,助,8210030000000000
664,国語,665,昭,8210030000000000
665,国語,666,消,8210030000000000
666,国語,667,商,8210030000000000
667,国語,668,章,8210030000000000
668,国語,669,勝,8210030000000000
669,国語,670,乗,8210030000000000
670,国語,671,植,8210030000000000
671,国語,672,申,8210030000000000
672,国語,673,身,8210030000000000
673,国語,674,神,8210030000000000
674,国語,675,真,8210030000000000
675,国語,676,深,8210030000000000
676,国語,677,進,8210030000000000
677,国語,678,世,8210030000000000
678,国語,679,整,8210030000000000
679,国語,680,昔,8210030000000000
680,国語,681,全,8210030000000000
681,国語,682,相,8210030000000000
682,国語,683,送,8210030000000000
683,国語,684,想,8210030000000000
684,国語,685,息,8210030000000000
685,国語,686,速,8210030000000000
686,国語,687,族,8210030000000000
687,国語,688,他,8210030000000000
688,国語,689,打,8210030000000000
689,国語,690,対,8210030000000000
690,国語,691,待,8210030000000000
691,国語,692,代,8210030000000000
692,国語,693,第,8210030000000000
693,国語,694,題,8210030000000000
694,国語,695,炭,8210030000000000
695,国語,696,短,8210030000000000
696,国語,697,談,8210030000000000
697,国語,698,着,8210030000000000
698,国語,699,注,8210030000000000
699,国語,700,柱,8210030000000000
700,国語,701,丁,8210030000000000
701,国語,702,帳,8210030000000000
702,国語,703,調,8210030000000000
703,国語,704,追,8210030000000000
704,国語,705,定,8210030000000000
705,国語,706,庭,8210030000000000
706,国語,707,笛,8210030000000000
707,国語,708,鉄,8210030000000000
708,国語,709,転,8210030000000000
709,国語,710,都,8210030000000000
710,国語,711,度,8210030000000000
711,国語,712,投,8210030000000000
712,国語,713,豆,8210030000000000
713,国語,714,島,8210030000000000
714,国語,715,湯,8210030000000000
715,国語,716,登,8210030000000000
716,国語,717,等,8210030000000000
717,国語,718,動,8210030000000000
718,国語,719,童,8210030000000000
719,国語,720,農,8210030000000000
720,国語,721,波,8210030000000000
721,国語,722,配,8210030000000000
722,国語,723,倍,8210030000000000
723,国語,724,箱,8210030000000000
724,国語,725,畑,8210030000000000
725,国語,726,発,8210030000000000
726,国語,727,反,8210030000000000
727,国語,728,坂,8210030000000000
728,国語,729,板,8210030000000000
729,国語,730,皮,8210030000000000
730,国語,731,悲,8210030000000000
731,国語,732,美,8210030000000000
732,国語,733,鼻,8210030000000000
733,国語,734,筆,8210030000000000
734,国語,735,氷,8210030000000000
735,国語,736,表,8210030000000000
736,国語,737,秒,8210030000000000
737,国語,738,病,8210030000000000
738,国語,739,品,8210030000000000
739,国語,740,負,8210030000000000
740,国語,741,部,8210030000000000
741,国語,742,服,8210030000000000
742,国語,743,福,8210030000000000
743,国語,744,物,8210030000000000
744,国語,745,平,8210030000000000
745,国語,746,返,8210030000000000
746,国語,747,勉,8210030000000000
747,国語,748,放,8210030000000000
748,国語,749,味,8210030000000000
749,国語,750,命,8210030000000000
750,国語,751,面,8210030000000000
751,国語,752,問,8210030000000000
752,国語,753,役,8210030000000000
753,国語,754,薬,8210030000000000
754,国語,755,由,8210030000000000
755,国語,756,油,8210030000000000
756,国語,757,有,8210030000000000
757,国語,758,遊,8210030000000000
758,国語,759,予,8210030000000000
759,国語,760,羊,8210030000000000
760,国語,761,洋,8210030000000000
761,国語,762,葉,8210030000000000
762,国語,763,陽,8210030000000000
763,国語,764,様,8210030000000000
764,国語,765,落,8210030000000000
765,国語,766,流,8210030000000000
766,国語,767,旅,8210030000000000
767,国語,768,両,8210030000000000
768,国語,769,緑,8210030000000000
769,国語,770,礼,8210030000000000
770,国語,771,列,8210030000000000
771,国語,772,練,8210030000000000
772,国語,773,路,8210030000000000
773,国語,774,和,8210030000000000
774,国語,775,第四学年（202字）,8210040000000000
775,国語,776,愛,8210040000000000
776,国語,777,案,8210040000000000
777,国語,778,以,8210040000000000
778,国語,779,衣,8210040000000000
779,国語,780,位,8210040000000000
780,国語,781,茨,8210040000000000
781,国語,782,印,8210040000000000
782,国語,783,英,8210040000000000
783,国語,784,栄,8210040000000000
784,国語,785,媛,8210040000000000
785,国語,786,塩,8210040000000000
786,国語,787,岡,8210040000000000
787,国語,788,億,8210040000000000
788,国語,789,加,8210040000000000
789,国語,790,果,8210040000000000
790,国語,791,貨,8210040000000000
791,国語,792,課,8210040000000000
792,国語,793,芽,8210040000000000
793,国語,794,賀,8210040000000000
794,国語,795,改,8210040000000000
795,国語,796,械,8210040000000000
796,国語,797,害,8210040000000000
797,国語,798,街,8210040000000000
798,国語,799,各,8210040000000000
799,国語,800,覚,8210040000000000
800,国語,801,潟,8210040000000000
801,国語,802,完,8210040000000000
802,国語,803,官,8210040000000000
803,国語,804,管,8210040000000000
804,国語,805,関,8210040000000000
805,国語,806,観,8210040000000000
806,国語,807,願,8210040000000000
807,国語,808,岐,8210040000000000
808,国語,809,希,8210040000000000
809,国語,810,季,8210040000000000
810,国語,811,旗,8210040000000000
811,国語,812,器,8210040000000000
812,国語,813,機,8210040000000000
813,国語,814,議,8210040000000000
814,国語,815,求,8210040000000000
815,国語,816,泣,8210040000000000
816,国語,817,給,8210040000000000
817,国語,818,挙,8210040000000000
818,国語,819,漁,8210040000000000
819,国語,820,共,8210040000000000
820,国語,821,協,8210040000000000
821,国語,822,鏡,8210040000000000
822,国語,823,競,8210040000000000
823,国語,824,極,8210040000000000
824,国語,825,熊,8210040000000000
825,国語,826,訓,8210040000000000
826,国語,827,軍,8210040000000000
827,国語,828,郡,8210040000000000
828,国語,829,群,8210040000000000
829,国語,830,径,8210040000000000
830,国語,831,景,8210040000000000
831,国語,832,芸,8210040000000000
832,国語,833,欠,8210040000000000
833,国語,834,結,8210040000000000
834,国語,835,建,8210040000000000
835,国語,836,健,8210040000000000
836,国語,837,験,8210040000000000
837,国語,838,固,8210040000000000
838,国語,839,功,8210040000000000
839,国語,840,好,8210040000000000
840,国語,841,香,8210040000000000
841,国語,842,候,8210040000000000
842,国語,843,康,8210040000000000
843,国語,844,佐,8210040000000000
844,国語,845,差,8210040000000000
845,国語,846,菜,8210040000000000
846,国語,847,最,8210040000000000
847,国語,848,埼,8210040000000000
848,国語,849,材,8210040000000000
849,国語,850,崎,8210040000000000
850,国語,851,昨,8210040000000000
851,国語,852,札,8210040000000000
852,国語,853,刷,8210040000000000
853,国語,854,察,8210040000000000
854,国語,855,参,8210040000000000
855,国語,856,産,8210040000000000
856,国語,857,散,8210040000000000
857,国語,858,残,8210040000000000
858,国語,859,氏,8210040000000000
859,国語,860,司,8210040000000000
860,国語,861,試,8210040000000000
861,国語,862,児,8210040000000000
862,国語,863,治,8210040000000000
863,国語,864,滋,8210040000000000
864,国語,865,辞,8210040000000000
865,国語,866,鹿,8210040000000000
866,国語,867,失,8210040000000000
867,国語,868,借,8210040000000000
868,国語,869,種,8210040000000000
869,国語,870,周,8210040000000000
870,国語,871,祝,8210040000000000
871,国語,872,順,8210040000000000
872,国語,873,初,8210040000000000
873,国語,874,松,8210040000000000
874,国語,875,笑,8210040000000000
875,国語,876,唱,8210040000000000
876,国語,877,焼,8210040000000000
877,国語,878,照,8210040000000000
878,国語,879,城,8210040000000000
879,国語,880,縄,8210040000000000
880,国語,881,臣,8210040000000000
881,国語,882,信,8210040000000000
882,国語,883,井,8210040000000000
883,国語,884,成,8210040000000000
884,国語,885,省,8210040000000000
885,国語,886,清,8210040000000000
886,国語,887,静,8210040000000000
887,国語,888,席,8210040000000000
888,国語,889,積,8210040000000000
889,国語,890,折,8210040000000000
890,国語,891,節,8210040000000000
891,国語,892,説,8210040000000000
892,国語,893,浅,8210040000000000
893,国語,894,戦,8210040000000000
894,国語,895,選,8210040000000000
895,国語,896,然,8210040000000000
896,国語,897,争,8210040000000000
897,国語,898,倉,8210040000000000
898,国語,899,巣,8210040000000000
899,国語,900,束,8210040000000000
900,国語,901,側,8210040000000000
901,国語,902,続,8210040000000000
902,国語,903,卒,8210040000000000
903,国語,904,孫,8210040000000000
904,国語,905,帯,8210040000000000
905,国語,906,隊,8210040000000000
906,国語,907,達,8210040000000000
907,国語,908,単,8210040000000000
908,国語,909,置,8210040000000000
909,国語,910,仲,8210040000000000
910,国語,911,沖,8210040000000000
911,国語,912,兆,8210040000000000
912,国語,913,低,8210040000000000
913,国語,914,底,8210040000000000
914,国語,915,的,8210040000000000
915,国語,916,典,8210040000000000
916,国語,917,伝,8210040000000000
917,国語,918,徒,8210040000000000
918,国語,919,努,8210040000000000
919,国語,920,灯,8210040000000000
920,国語,921,働,8210040000000000
921,国語,922,特,8210040000000000
922,国語,923,徳,8210040000000000
923,国語,924,栃,8210040000000000
924,国語,925,奈,8210040000000000
925,国語,926,梨,8210040000000000
926,国語,927,熱,8210040000000000
927,国語,928,念,8210040000000000
928,国語,929,敗,8210040000000000
929,国語,930,梅,8210040000000000
930,国語,931,博,8210040000000000
931,国語,932,阪,8210040000000000
932,国語,933,飯,8210040000000000
933,国語,934,飛,8210040000000000
934,国語,935,必,8210040000000000
935,国語,936,票,8210040000000000
936,国語,937,標,8210040000000000
937,国語,938,不,8210040000000000
938,国語,939,夫,8210040000000000
939,国語,940,付,8210040000000000
940,国語,941,府,8210040000000000
941,国語,942,阜,8210040000000000
942,国語,943,富,8210040000000000
943,国語,944,副,8210040000000000
944,国語,945,兵,8210040000000000
945,国語,946,別,8210040000000000
946,国語,947,辺,8210040000000000
947,国語,948,変,8210040000000000
948,国語,949,便,8210040000000000
949,国語,950,包,8210040000000000
950,国語,951,法,8210040000000000
951,国語,952,望,8210040000000000
952,国語,953,牧,8210040000000000
953,国語,954,末,8210040000000000
954,国語,955,満,8210040000000000
955,国語,956,未,8210040000000000
956,国語,957,民,8210040000000000
957,国語,958,無,8210040000000000
958,国語,959,約,8210040000000000
959,国語,960,勇,8210040000000000
960,国語,961,要,8210040000000000
961,国語,962,養,8210040000000000
962,国語,963,浴,8210040000000000
963,国語,964,利,8210040000000000
964,国語,965,陸,8210040000000000
965,国語,966,良,8210040000000000
966,国語,967,料,8210040000000000
967,国語,968,量,8210040000000000
968,国語,969,輪,8210040000000000
969,国語,970,類,8210040000000000
970,国語,971,令,8210040000000000
971,国語,972,冷,8210040000000000
972,国語,973,例,8210040000000000
973,国語,974,連,8210040000000000
974,国語,975,老,8210040000000000
975,国語,976,労,8210040000000000
976,国語,977,録,8210040000000000
977,国語,978,第五学年（193字）,8210050000000000
978,国語,979,圧,8210050000000000
979,国語,980,囲,8210050000000000
980,国語,981,移,8210050000000000
981,国語,982,因,8210050000000000
982,国語,983,永,8210050000000000
983,国語,984,営,8210050000000000
984,国語,985,衛,8210050000000000
985,国語,986,易,8210050000000000
986,国語,987,益,8210050000000000
987,国語,988,液,8210050000000000
988,国語,989,演,8210050000000000
989,国語,990,応,8210050000000000
990,国語,991,往,8210050000000000
991,国語,992,桜,8210050000000000
992,国語,993,可,8210050000000000
993,国語,994,仮,8210050000000000
994,国語,995,価,8210050000000000
995,国語,996,河,8210050000000000
996,国語,997,過,8210050000000000
997,国語,998,快,8210050000000000
998,国語,999,解,8210050000000000
999,国語,1000,格,8210050000000000
1000,国語,1001,確,8210050000000000
1001,国語,1002,額,8210050000000000
1002,国語,1003,刊,8210050000000000
1003,国語,1004,幹,8210050000000000
1004,国語,1005,慣,8210050000000000
1005,国語,1006,眼,8210050000000000
1006,国語,1007,紀,8210050000000000
1007,国語,1008,基,8210050000000000
1008,国語,1009,寄,8210050000000000
1009,国語,1010,規,8210050000000000
1010,国語,1011,喜,8210050000000000
1011,国語,1012,技,8210050000000000
1012,国語,1013,義,8210050000000000
1013,国語,1014,逆,8210050000000000
1014,国語,1015,久,8210050000000000
1015,国語,1016,旧,8210050000000000
1016,国語,1017,救,8210050000000000
1017,国語,1018,居,8210050000000000
1018,国語,1019,許,8210050000000000
1019,国語,1020,境,8210050000000000
1020,国語,1021,均,8210050000000000
1021,国語,1022,禁,8210050000000000
1022,国語,1023,句,8210050000000000
1023,国語,1024,型,8210050000000000
1024,国語,1025,経,8210050000000000
1025,国語,1026,潔,8210050000000000
1026,国語,1027,件,8210050000000000
1027,国語,1028,険,8210050000000000
1028,国語,1029,検,8210050000000000
1029,国語,1030,限,8210050000000000
1030,国語,1031,現,8210050000000000
1031,国語,1032,減,8210050000000000
1032,国語,1033,故,8210050000000000
1033,国語,1034,個,8210050000000000
1034,国語,1035,護,8210050000000000
1035,国語,1036,効,8210050000000000
1036,国語,1037,厚,8210050000000000
1037,国語,1038,耕,8210050000000000
1038,国語,1039,航,8210050000000000
1039,国語,1040,鉱,8210050000000000
1040,国語,1041,構,8210050000000000
1041,国語,1042,興,8210050000000000
1042,国語,1043,講,8210050000000000
1043,国語,1044,告,8210050000000000
1044,国語,1045,混,8210050000000000
1045,国語,1046,査,8210050000000000
1046,国語,1047,再,8210050000000000
1047,国語,1048,災,8210050000000000
1048,国語,1049,妻,8210050000000000
1049,国語,1050,採,8210050000000000
1050,国語,1051,際,8210050000000000
1051,国語,1052,在,8210050000000000
1052,国語,1053,財,8210050000000000
1053,国語,1054,罪,8210050000000000
1054,国語,1055,殺,8210050000000000
1055,国語,1056,雑,8210050000000000
1056,国語,1057,酸,8210050000000000
1057,国語,1058,賛,8210050000000000
1058,国語,1059,士,8210050000000000
1059,国語,1060,支,8210050000000000
1060,国語,1061,史,8210050000000000
1061,国語,1062,志,8210050000000000
1062,国語,1063,枝,8210050000000000
1063,国語,1064,師,8210050000000000
1064,国語,1065,資,8210050000000000
1065,国語,1066,飼,8210050000000000
1066,国語,1067,示,8210050000000000
1067,国語,1068,似,8210050000000000
1068,国語,1069,識,8210050000000000
1069,国語,1070,質,8210050000000000
1070,国語,1071,舎,8210050000000000
1071,国語,1072,謝,8210050000000000
1072,国語,1073,授,8210050000000000
1073,国語,1074,修,8210050000000000
1074,国語,1075,述,8210050000000000
1075,国語,1076,術,8210050000000000
1076,国語,1077,準,8210050000000000
1077,国語,1078,序,8210050000000000
1078,国語,1079,招,8210050000000000
1079,国語,1080,証,8210050000000000
1080,国語,1081,象,8210050000000000
1081,国語,1082,賞,8210050000000000
1082,国語,1083,条,8210050000000000
1083,国語,1084,状,8210050000000000
1084,国語,1085,常,8210050000000000
1085,国語,1086,情,8210050000000000
1086,国語,1087,織,8210050000000000
1087,国語,1088,職,8210050000000000
1088,国語,1089,制,8210050000000000
1089,国語,1090,性,8210050000000000
1090,国語,1091,政,8210050000000000
1091,国語,1092,勢,8210050000000000
1092,国語,1093,精,8210050000000000
1093,国語,1094,製,8210050000000000
1094,国語,1095,税,8210050000000000
1095,国語,1096,責,8210050000000000
1096,国語,1097,績,8210050000000000
1097,国語,1098,接,8210050000000000
1098,国語,1099,設,8210050000000000
1099,国語,1100,絶,8210050000000000
1100,国語,1101,祖,8210050000000000
1101,国語,1102,素,8210050000000000
1102,国語,1103,総,8210050000000000
1103,国語,1104,造,8210050000000000
1104,国語,1105,像,8210050000000000
1105,国語,1106,増,8210050000000000
1106,国語,1107,則,8210050000000000
1107,国語,1108,測,8210050000000000
1108,国語,1109,属,8210050000000000
1109,国語,1110,率,8210050000000000
1110,国語,1111,損,8210050000000000
1111,国語,1112,貸,8210050000000000
1112,国語,1113,態,8210050000000000
1113,国語,1114,団,8210050000000000
1114,国語,1115,断,8210050000000000
1115,国語,1116,築,8210050000000000
1116,国語,1117,貯,8210050000000000
1117,国語,1118,張,8210050000000000
1118,国語,1119,停,8210050000000000
1119,国語,1120,提,8210050000000000
1120,国語,1121,程,8210050000000000
1121,国語,1122,適,8210050000000000
1122,国語,1123,統,8210050000000000
1123,国語,1124,堂,8210050000000000
1124,国語,1125,銅,8210050000000000
1125,国語,1126,導,8210050000000000
1126,国語,1127,得,8210050000000000
1127,国語,1128,毒,8210050000000000
1128,国語,1129,独,8210050000000000
1129,国語,1130,任,8210050000000000
1130,国語,1131,燃,8210050000000000
1131,国語,1132,能,8210050000000000
1132,国語,1133,破,8210050000000000
1133,国語,1134,犯,8210050000000000
1134,国語,1135,判,8210050000000000
1135,国語,1136,版,8210050000000000
1136,国語,1137,比,8210050000000000
1137,国語,1138,肥,8210050000000000
1138,国語,1139,非,8210050000000000
1139,国語,1140,費,8210050000000000
1140,国語,1141,備,8210050000000000
1141,国語,1142,評,8210050000000000
1142,国語,1143,貧,8210050000000000
1143,国語,1144,布,8210050000000000
1144,国語,1145,婦,8210050000000000
1145,国語,1146,武,8210050000000000
1146,国語,1147,復,8210050000000000
1147,国語,1148,複,8210050000000000
1148,国語,1149,仏,8210050000000000
1149,国語,1150,粉,8210050000000000
1150,国語,1151,編,8210050000000000
1151,国語,1152,弁,8210050000000000
1152,国語,1153,保,8210050000000000
1153,国語,1154,墓,8210050000000000
1154,国語,1155,報,8210050000000000
1155,国語,1156,豊,8210050000000000
1156,国語,1157,防,8210050000000000
1157,国語,1158,貿,8210050000000000
1158,国語,1159,暴,8210050000000000
1159,国語,1160,脈,8210050000000000
1160,国語,1161,務,8210050000000000
1161,国語,1162,夢,8210050000000000
1162,国語,1163,迷,8210050000000000
1163,国語,1164,綿,8210050000000000
1164,国語,1165,輸,8210050000000000
1165,国語,1166,余,8210050000000000
1166,国語,1167,容,8210050000000000
1167,国語,1168,略,8210050000000000
1168,国語,1169,留,8210050000000000
1169,国語,1170,領,8210050000000000
1170,国語,1171,歴,8210050000000000
1171,国語,1172,第六学年（191字）,8210060000000000
1172,国語,1173,胃,8210060000000000
1173,国語,1174,異,8210060000000000
1174,国語,1175,遺,8210060000000000
1175,国語,1176,域,8210060000000000
1176,国語,1177,宇,8210060000000000
1177,国語,1178,映,8210060000000000
1178,国語,1179,延,8210060000000000
1179,国語,1180,沿,8210060000000000
1180,国語,1181,恩,8210060000000000
1181,国語,1182,我,8210060000000000
1182,国語,1183,灰,8210060000000000
1183,国語,1184,拡,8210060000000000
1184,国語,1185,革,8210060000000000
1185,国語,1186,閣,8210060000000000
1186,国語,1187,割,8210060000000000
1187,国語,1188,株,8210060000000000
1188,国語,1189,干,8210060000000000
1189,国語,1190,巻,8210060000000000
1190,国語,1191,看,8210060000000000
1191,国語,1192,簡,8210060000000000
1192,国語,1193,危,8210060000000000
1193,国語,1194,机,8210060000000000
1194,国語,1195,揮,8210060000000000
1195,国語,1196,貴,8210060000000000
1196,国語,1197,疑,8210060000000000
1197,国語,1198,吸,8210060000000000
1198,国語,1199,供,8210060000000000
1199,国語,1200,胸,8210060000000000
1200,国語,1201,郷,8210060000000000
1201,国語,1202,勤,8210060000000000
1202,国語,1203,筋,8210060000000000
1203,国語,1204,系,8210060000000000
1204,国語,1205,敬,8210060000000000
1205,国語,1206,警,8210060000000000
1206,国語,1207,劇,8210060000000000
1207,国語,1208,激,8210060000000000
1208,国語,1209,穴,8210060000000000
1209,国語,1210,券,8210060000000000
1210,国語,1211,絹,8210060000000000
1211,国語,1212,権,8210060000000000
1212,国語,1213,憲,8210060000000000
1213,国語,1214,源,8210060000000000
1214,国語,1215,厳,8210060000000000
1215,国語,1216,己,8210060000000000
1216,国語,1217,呼,8210060000000000
1217,国語,1218,誤,8210060000000000
1218,国語,1219,后,8210060000000000
1219,国語,1220,孝,8210060000000000
1220,国語,1221,皇,8210060000000000
1221,国語,1222,紅,8210060000000000
1222,国語,1223,降,8210060000000000
1223,国語,1224,鋼,8210060000000000
1224,国語,1225,刻,8210060000000000
1225,国語,1226,穀,8210060000000000
1226,国語,1227,骨,8210060000000000
1227,国語,1228,困,8210060000000000
1228,国語,1229,砂,8210060000000000
1229,国語,1230,座,8210060000000000
1230,国語,1231,済,8210060000000000
1231,国語,1232,裁,8210060000000000
1232,国語,1233,策,8210060000000000
1233,国語,1234,冊,8210060000000000
1234,国語,1235,蚕,8210060000000000
1235,国語,1236,至,8210060000000000
1236,国語,1237,私,8210060000000000
1237,国語,1238,姿,8210060000000000
1238,国語,1239,視,8210060000000000
1239,国語,1240,詞,8210060000000000
1240,国語,1241,誌,8210060000000000
1241,国語,1242,磁,8210060000000000
1242,国語,1243,射,8210060000000000
1243,国語,1244,捨,8210060000000000
1244,国語,1245,尺,8210060000000000
1245,国語,1246,若,8210060000000000
1246,国語,1247,樹,8210060000000000
1247,国語,1248,収,8210060000000000
1248,国語,1249,宗,8210060000000000
1249,国語,1250,就,8210060000000000
1250,国語,1251,衆,8210060000000000
1251,国語,1252,従,8210060000000000
1252,国語,1253,縦,8210060000000000
1253,国語,1254,縮,8210060000000000
1254,国語,1255,熟,8210060000000000
1255,国語,1256,純,8210060000000000
1256,国語,1257,処,8210060000000000
1257,国語,1258,署,8210060000000000
1258,国語,1259,諸,8210060000000000
1259,国語,1260,除,8210060000000000
1260,国語,1261,承,8210060000000000
1261,国語,1262,将,8210060000000000
1262,国語,1263,傷,8210060000000000
1263,国語,1264,障,8210060000000000
1264,国語,1265,蒸,8210060000000000
1265,国語,1266,針,8210060000000000
1266,国語,1267,仁,8210060000000000
1267,国語,1268,垂,8210060000000000
1268,国語,1269,推,8210060000000000
1269,国語,1270,寸,8210060000000000
1270,国語,1271,盛,8210060000000000
1271,国語,1272,聖,8210060000000000
1272,国語,1273,誠,8210060000000000
1273,国語,1274,舌,8210060000000000
1274,国語,1275,宣,8210060000000000
1275,国語,1276,専,8210060000000000
1276,国語,1277,泉,8210060000000000
1277,国語,1278,洗,8210060000000000
1278,国語,1279,染,8210060000000000
1279,国語,1280,銭,8210060000000000
1280,国語,1281,善,8210060000000000
1281,国語,1282,奏,8210060000000000
1282,国語,1283,窓,8210060000000000
1283,国語,1284,創,8210060000000000
1284,国語,1285,装,8210060000000000
1285,国語,1286,層,8210060000000000
1286,国語,1287,操,8210060000000000
1287,国語,1288,蔵,8210060000000000
1288,国語,1289,臓,8210060000000000
1289,国語,1290,存,8210060000000000
1290,国語,1291,尊,8210060000000000
1291,国語,1292,退,8210060000000000
1292,国語,1293,宅,8210060000000000
1293,国語,1294,担,8210060000000000
1294,国語,1295,探,8210060000000000
1295,国語,1296,誕,8210060000000000
1296,国語,1297,段,8210060000000000
1297,国語,1298,暖,8210060000000000
1298,国語,1299,値,8210060000000000
1299,国語,1300,宙,8210060000000000
1300,国語,1301,忠,8210060000000000
1301,国語,1302,著,8210060000000000
1302,国語,1303,庁,8210060000000000
1303,国語,1304,頂,8210060000000000
1304,国語,1305,腸,8210060000000000
1305,国語,1306,潮,8210060000000000
1306,国語,1307,賃,8210060000000000
1307,国語,1308,痛,8210060000000000
1308,国語,1309,敵,8210060000000000
1309,国語,1310,展,8210060000000000
1310,国語,1311,討,8210060000000000
1311,国語,1312,党,8210060000000000
1312,国語,1313,糖,8210060000000000
1313,国語,1314,届,8210060000000000
1314,国語,1315,難,8210060000000000
1315,国語,1316,乳,8210060000000000
1316,国語,1317,認,8210060000000000
1317,国語,1318,納,8210060000000000
1318,国語,1319,脳,8210060000000000
1319,国語,1320,派,8210060000000000
1320,国語,1321,拝,8210060000000000
1321,国語,1322,背,8210060000000000
1322,国語,1323,肺,8210060000000000
1323,国語,1324,俳,8210060000000000
1324,国語,1325,班,8210060000000000
1325,国語,1326,晩,8210060000000000
1326,国語,1327,否,8210060000000000
1327,国語,1328,批,8210060000000000
1328,国語,1329,秘,8210060000000000
1329,国語,1330,俵,8210060000000000
1330,国語,1331,腹,8210060000000000
1331,国語,1332,奮,8210060000000000
1332,国語,1333,並,8210060000000000
1333,国語,1334,陛,8210060000000000
1334,国語,1335,閉,8210060000000000
1335,国語,1336,片,8210060000000000
1336,国語,1337,補,8210060000000000
1337,国語,1338,暮,8210060000000000
1338,国語,1339,宝,8210060000000000
1339,国語,1340,訪,8210060000000000
1340,国語,1341,亡,8210060000000000
1341,国語,1342,忘,8210060000000000
1342,国語,1343,棒,8210060000000000
1343,国語,1344,枚,8210060000000000
1344,国語,1345,幕,8210060000000000
1345,国語,1346,密,8210060000000000
1346,国語,1347,盟,8210060000000000
1347,国語,1348,模,8210060000000000
1348,国語,1349,訳,8210060000000000
1349,国語,1350,郵,8210060000000000
1350,国語,1351,優,8210060000000000
1351,国語,1352,預,8210060000000000
1352,国語,1353,幼,8210060000000000
1353,国語,1354,欲,8210060000000000
1354,国語,1355,翌,8210060000000000
1355,国語,1356,乱,8210060000000000
1356,国語,1357,卵,8210060000000000
1357,国語,1358,覧,8210060000000000
1358,国語,1359,裏,8210060000000000
1359,国語,1360,律,8210060000000000
1360,国語,1361,臨,8210060000000000
1361,国語,1362,朗,8210060000000000
1362,国語,1363,論,8210060000000000
1363,社会,1364,第２節　社会,82200L0000000000
1364,社会,1365,第１　目標社会的な見方・考え方を働かせ，課題を追究したり解決したりする活動を通して，グローバル化する国際社会に主体的に生きる平和で民主的な国家及び社会の形成者に必要な公民としての資質・能力の基礎を次のとおり育成することを目指す。,82201L0000000000
1365,社会,1366,(1) 地域や我が国の国土の地理的環境，現代社会の仕組みや働き，地域や我が国の歴史や伝統と文化を通して社会生活について理解するとともに，様々な資料や調査活動を通して情報を適切に調べまとめる技能を身に付けるようにする。,82201L0100000000
1366,社会,1367,(2) 社会的事象の特色や相互の関連，意味を多角的に考えたり，社会に見られる課題を把握して，その解決に向けて社会への関わり方を選択・判断したりする力，考えたことや選択・判断したことを適切に表現する力を養う。,82201L0200000000
1367,社会,1368,(3) 社会的事象について，よりよい社会を考え主体的に問題解決しようとする態度を養うとともに，多角的な思考や理解を通して，地域社会に対する誇りと愛情，地域社会の一員としての自覚，我が国の国土と歴史に対する愛情，我が国の将来を担う国民としての自覚，世界の国々の人々と共に生きていくことの大切さについての自覚などを養う。,82201L0300000000
1368,社会,1369,第２　各学年の目標及び内容,82202L0000000000
1369,社会,1370,〔第３学年〕,8220230000000000
1370,社会,1371,１　目標社会的事象の見方・考え方を働かせ，学習の問題を追究・解決する活動を通して，次のとおり資質・能力を育成することを目指す。,8220230000000000
